# pos	patient1-5371622	patient2-5371623	patient3-5371624	patient4-5371625	patient5-5371626	patient6-5371627	patient7-5371628	patient8-5371629	patient9-5371630	patient10-5371631	patient11-5371632	patient12-5371633	patient13-5371634	patient14-5371635	patient15-5371636	patient16-5371637	patient17-5371638	patient18-5371639	patient19-5371640	patient20-5371641	patient21-5371642	patient22-5371643	patient23-5371644	patient24-5371645
2050	4346	4804	1243	1527	5	7	1	2	7	8	1	2	668	798	128	158	2531	2568	494	670	7069	7864	1338	1879
2051	4327	4792	1242	1523	5	7	1	2	7	8	1	2	830	1054	164	221	2516	2576	494	672	7067	7826	1338	1877
2052	4298	4763	1241	1521	5	7	1	2	7	8	1	2	830	1054	165	221	2514	2579	494	676	7066	7828	1340	1887
2053	4298	4807	1244	1530	5	7	1	2	7	8	1	2	831	1054	165	221	2518	2562	499	672	7060	7851	1347	1888
2054	4324	4819	1250	1540	5	7	1	2	7	8	1	2	831	1054	165	221	2592	2651	509	688	7154	7870	1365	1894
2055	4310	4799	1244	1533	5	7	1	2	7	8	1	2	889	1054	166	221	2572	2646	505	686	7087	7842	1355	1893
2056	4300	4789	1245	1537	5	7	1	2	7	8	1	2	889	1053	166	221	2624	2629	514	688	7077	7864	1355	1898
2057	4307	4758	1250	1534	5	7	1	2	7	8	1	2	890	1053	167	221	2653	2634	517	686	7020	7802	1348	1888
2058	4303	4757	1242	1523	5	7	1	2	7	8	1	2	891	1053	167	221	2628	2596	507	670	7013	7799	1344	1886
2059	4295	4756	1242	1523	4	7	1	2	7	8	1	2	891	1053	167	221	2652	2596	509	670	6997	7798	1339	1886
2060	4334	4791	1248	1538	4	7	1	2	7	8	1	2	891	1053	167	221	2681	2636	516	676	6827	7727	1295	1839
2061	4322	4789	1255	1574	4	7	1	2	8	8	1	2	892	1053	168	234	2642	2623	514	677	6785	7727	1305	1847
2062	4529	4958	1310	1595	5	7	1	2	9	9	1	2	916	1053	188	234	2657	2629	515	679	7043	7950	1351	1916
2063	4591	4974	1331	1605	5	7	1	2	9	9	1	2	917	1053	188	234	2653	2610	514	675	7046	7951	1356	1919
2064	4669	5008	1354	1619	5	6	1	2	9	9	1	2	919	1053	188	234	2633	2569	515	670	7102	7950	1362	1919
2065	4897	5038	1402	1636	5	5	1	2	9	9	1	2	919	1052	189	234	2635	2493	512	652	7198	7952	1380	1922
2066	4922	5088	1409	1647	5	5	1	2	9	8	2	2	921	1052	190	234	2608	2404	510	616	7180	7928	1372	1923
2067	4931	5127	1410	1660	5	5	1	2	9	8	2	2	921	1052	190	234	2613	2405	490	614	7196	7897	1383	1907
2068	5009	5159	1427	1666	5	5	1	2	9	7	2	2	921	1052	190	234	2697	2420	502	619	7264	7942	1399	1934
2069	5071	5217	1437	1676	4	5	1	2	9	7	2	2	923	1053	191	234	2696	2416	508	621	7261	7919	1403	1935
2070	5087	5237	1443	1687	4	5	1	2	9	7	2	2	924	1053	199	234	2707	2407	503	606	7260	7919	1403	1935
2071	5123	5254	1450	1701	4	5	1	2	9	7	2	2	925	1053	199	234	2709	2467	501	610	7254	7918	1407	1936
2072	5163	5266	1458	1707	5	5	1	2	9	6	2	2	1062	1197	214	258	2732	2479	503	601	7199	7875	1399	1936
2073	5303	5637	1472	1783	5	5	1	2	9	6	2	2	1066	1201	214	258	2781	2598	499	622	7232	8015	1400	1940
2074	5506	5740	1516	1842	5	5	1	2	9	6	2	2	1068	1204	219	258	2778	2586	497	631	7222	8018	1398	1941
2075	5605	5771	1529	1852	5	5	1	2	9	6	2	2	1068	1204	219	258	2778	2563	495	624	7218	8018	1397	1941
2076	5694	5912	1547	1850	5	5	1	2	9	6	2	2	1068	1207	220	258	2777	2563	495	624	7207	8006	1391	1934
2077	5797	6031	1563	1857	5	5	1	2	9	6	2	2	1068	1206	220	258	2760	2551	487	616	7167	7977	1387	1929
2078	6003	6469	1583	1909	5	5	1	2	10	6	2	2	1067	1206	219	258	2785	2749	501	644	7087	7939	1346	1892
2079	6003	6465	1570	1907	5	5	1	2	10	6	2	2	1063	1206	219	258	2827	2819	515	655	7139	8159	1357	1902
2080	6120	6574	1602	1978	5	5	1	2	10	6	2	2	1179	1324	238	258	2835	2950	522	726	7346	8327	1384	1956
2081	6126	6590	1600	1992	5	5	1	2	10	6	2	2	1179	1324	238	258	2883	2956	537	743	7349	8328	1387	1981
2082	6207	6749	1615	2004	5	5	1	2	10	6	2	2	1178	1324	238	258	2898	3164	545	765	7436	8550	1399	2003
2083	6230	6797	1623	2022	5	5	1	2	10	6	2	2	1175	1324	238	258	2905	3239	548	775	7457	8557	1400	2011
2084	6246	6859	1626	2038	5	5	1	2	10	7	2	2	1174	1324	238	258	2918	3250	546	779	7449	8568	1415	2029
2085	6277	6891	1631	2057	5	5	1	2	10	7	2	2	1173	1324	238	258	2912	3288	546	788	7482	8609	1411	2032
2086	6291	6931	1632	2053	5	5	1	2	10	8	2	3	1171	1324	237	258	2919	3340	547	795	7503	8618	1411	2036
2087	6295	6933	1630	2059	5	5	1	2	10	8	2	3	1061	1324	229	259	2917	3346	547	796	7439	8591	1421	2058
2088	6309	6955	1634	2075	5	5	1	2	10	8	2	3	1061	1324	228	259	2970	3411	559	816	7510	8676	1433	2083
2089	6285	6954	1635	2073	5	5	2	3	10	8	2	3	1061	1324	228	259	2992	3419	561	811	7545	8744	1431	2086
2090	6285	7001	1634	2073	5	5	2	3	10	8	2	3	1061	1324	229	262	2996	3434	560	813	7568	8820	1434	2096
2091	6238	6972	1635	2072	5	5	2	3	10	8	2	3	1061	1324	229	263	2988	3439	558	814	7577	8892	1455	2115
2092	6244	6981	1634	2072	5	5	2	3	9	8	2	3	1098	1365	241	263	2987	3441	560	816	7577	8895	1459	2132
2093	6262	7002	1636	2073	5	5	2	3	9	9	2	3	1106	1397	246	311	2996	3457	563	827	7584	8931	1455	2142
2094	6690	7334	1721	2085	6	6	2	3	8	9	2	3	1107	1473	246	321	3055	3552	574	835	7600	8991	1466	2140
2095	6681	7337	1687	2065	6	6	2	3	8	9	2	3	1107	1474	246	338	3222	3722	599	846	7613	9005	1459	2141
2096	6749	7431	1707	2170	6	6	2	2	8	9	2	3	1107	1474	247	338	3368	3819	622	847	7614	9009	1460	2141
2097	6770	7499	1721	2213	6	6	2	2	8	9	2	3	1196	1563	263	338	3369	3819	623	848	7634	9045	1466	2142
2098	6883	7648	1763	2208	6	6	2	2	8	9	2	3	1196	1567	264	340	3383	3834	621	848	7692	9116	1483	2156
2099	6954	7654	1791	2225	6	6	2	2	8	9	2	3	1196	1668	264	356	3540	3956	659	931	7688	9165	1477	2157
2100	6894	7623	1791	2209	6	6	2	2	9	10	2	3	1196	1668	265	356	3556	3994	668	927	7723	9251	1483	2163
2101	7080	7697	1800	2166	6	6	2	2	9	10	2	3	1197	1668	265	356	3549	3955	669	919	7724	9249	1491	2162
2102	6963	7571	1789	2113	6	6	2	2	9	10	2	3	1197	1631	265	352	3573	3987	679	915	7818	9355	1496	2163
2103	6908	7479	1746	2089	6	6	2	2	9	10	2	3	1198	1630	265	352	3569	3985	677	915	7855	9359	1502	2161
2104	6911	7478	1729	2075	6	6	2	2	9	10	2	3	1197	1630	266	352	3558	3986	675	912	7844	9349	1498	2129
2105	6903	7499	1751	2129	6	6	2	2	9	10	2	3	1197	1630	266	353	3607	4052	686	953	7828	9359	1489	2175
2106	6864	7442	1753	2115	6	6	2	2	9	10	2	3	1196	1629	266	353	3631	4059	691	956	7879	9437	1487	2183
2107	6869	7451	1759	2123	6	6	2	2	9	10	2	3	1196	1627	266	353	3659	4062	694	958	7875	9439	1490	2200
2108	6951	7678	1774	2145	6	6	2	2	10	11	2	3	1195	1627	266	353	3662	4065	693	959	7955	9562	1513	2211
2109	6991	7749	1777	2156	6	6	2	2	10	11	2	3	1195	1627	265	353	3690	4083	700	964	7928	9543	1532	2206
2110	6979	7697	1745	2127	6	6	2	2	10	11	2	3	1215	1568	257	338	3676	4079	699	964	7879	9475	1526	2186
2111	6953	7657	1751	2152	6	6	2	2	10	11	2	3	1216	1568	256	335	3702	4128	703	967	7869	9460	1540	2180
2112	6969	7638	1757	2146	6	6	2	2	10	11	2	3	1215	1545	256	332	3739	4165	712	975	7812	9404	1531	2176
2113	6965	7644	1758	2150	6	6	2	2	10	11	2	3	1215	1545	255	329	3742	4162	709	981	7856	9410	1528	2169
2114	7134	7841	1811	2219	6	6	2	2	10	11	2	3	1216	1546	255	329	3833	4212	717	989	7879	9453	1543	2233
2115	7124	7819	1809	2202	6	6	2	2	10	11	2	3	1218	1546	256	329	3840	4213	720	987	7860	9475	1545	2236
2116	7184	7931	1816	2224	6	7	2	2	10	11	2	3	1218	1546	256	329	3889	4222	728	991	7835	9509	1547	2236
2117	7235	7968	1825	2230	6	7	2	2	10	11	2	3	1218	1546	256	329	3943	4258	733	996	7829	9466	1552	2229
2118	7232	7966	1824	2231	6	7	2	2	10	11	2	3	1209	1546	256	329	3943	4272	733	997	7825	9468	1556	2233
2119	7257	8010	1832	2245	6	7	2	2	10	11	2	3	1183	1545	256	329	3989	4343	744	1011	7803	9468	1559	2237
2120	7231	7925	1835	2239	6	7	2	2	10	11	2	3	1185	1545	256	329	3974	4346	745	1017	7803	9464	1559	2236
2121	7245	7924	1846	2239	6	7	2	2	10	11	2	3	1187	1545	256	329	4019	4412	751	1018	7783	9419	1557	2226
2122	7295	7942	1855	2256	6	7	2	2	10	11	2	3	1188	1545	256	329	4019	4443	753	1022	7813	9421	1559	2239
2123	7298	7949	1858	2258	6	7	2	2	10	11	2	3	1188	1545	256	329	4013	4428	754	1024	7840	9485	1567	2257
2124	7407	8008	1881	2273	6	7	2	2	10	11	2	3	1188	1545	256	329	4016	4435	754	1025	7858	9485	1577	2258
2125	7397	8008	1883	2271	6	7	2	2	10	11	2	3	1188	1545	256	329	3998	4435	756	1025	7804	9483	1575	2257
2126	7473	8155	1884	2278	6	7	2	2	10	11	2	3	1188	1545	256	329	4078	4554	766	1025	7832	9502	1578	2260
2127	7472	8183	1879	2277	6	7	3	2	10	11	2	3	1188	1545	256	329	4076	4553	765	1023	7824	9456	1571	2249
2128	7508	8211	1888	2286	6	7	3	2	10	11	2	3	1189	1545	256	329	4060	4550	760	1019	7818	9472	1561	2242
2129	7492	8202	1902	2315	6	7	3	3	10	11	2	3	1189	1545	256	329	4060	4550	760	1019	7782	9455	1555	2238
2130	7520	8242	1929	2331	7	7	3	3	10	11	2	3	1189	1545	256	329	4059	4545	760	1018	7771	9503	1551	2237
2131	7536	8269	1962	2364	7	7	3	3	10	11	2	3	1188	1545	255	328	4050	4538	760	1016	7762	9497	1546	2221
2132	7577	8307	1970	2379	7	7	3	3	10	11	2	3	1189	1545	255	328	4056	4540	772	1046	7784	9525	1557	2228
2133	7534	8252	1964	2375	7	7	3	3	10	11	2	3	1189	1545	255	328	4056	4547	772	1048	7804	9546	1570	2244
2134	7621	8349	2017	2459	7	7	3	3	10	11	2	3	1190	1545	255	328	4056	4547	774	1061	7780	9517	1588	2263
2135	7585	8312	2014	2456	7	7	3	3	10	12	1	2	1190	1545	255	328	4078	4540	778	1062	7738	9440	1570	2254
2136	7669	8487	2044	2485	7	7	3	3	10	12	1	2	1341	1545	285	328	4082	4573	791	1070	7807	9554	1573	2267
2137	7672	8489	2048	2491	7	6	3	3	10	12	1	2	1343	1545	285	328	4071	4609	795	1072	7810	9558	1574	2267
2138	7673	8529	2060	2514	7	6	3	3	10	12	1	2	1343	1589	285	343	4062	4603	794	1071	7868	9575	1584	2266
2139	7664	8504	2049	2498	7	6	3	3	10	12	1	2	1345	1672	285	357	4058	4608	793	1072	7846	9550	1580	2268
2140	7668	8503	2057	2520	7	6	3	3	10	12	1	2	1347	1673	285	357	4053	4646	792	1069	7772	9525	1558	2244
2141	7680	8511	2075	2523	7	6	3	3	10	12	1	2	1609	1943	324	357	4035	4612	789	1064	7766	9562	1570	2262
2142	7699	8537	2100	2538	7	6	3	3	10	12	1	2	1610	1945	325	359	4065	4608	800	1065	7644	9449	1556	2242
2143	7786	8621	2156	2549	7	6	3	3	10	12	1	2	1610	1945	325	359	4107	4611	802	1065	7759	9551	1573	2277
2144	7787	8621	2156	2547	6	6	3	3	10	12	1	2	1610	1945	325	359	4095	4603	800	1064	7730	9541	1566	2283
2145	7790	8631	2160	2548	6	6	3	3	10	12	1	2	1610	1945	324	359	4077	4588	801	1064	7881	9631	1580	2291
2146	7821	8667	2172	2547	6	6	3	3	11	13	1	2	1610	1945	324	359	4082	4590	803	1065	7889	9627	1577	2289
2147	7829	8672	2183	2548	6	6	3	3	11	13	1	2	1577	1943	315	358	4090	4589	804	1064	7910	9573	1589	2294
2148	7827	8674	2194	2552	6	6	3	3	11	13	1	2	1577	1943	314	358	4068	4564	806	1065	7912	9579	1591	2319
2149	7842	8709	2210	2552	6	5	3	3	11	13	1	1	1576	1943	313	358	4068	4581	806	1066	7896	9542	1586	2289
2150	7827	8743	2214	2551	6	5	3	3	11	13	1	1	1579	1945	313	358	4064	4539	806	1062	7884	9542	1585	2289
2151	7828	8789	2229	2560	6	5	3	3	11	13	1	1	1582	1946	315	358	4096	4571	814	1071	7881	9544	1606	2314
2152	7814	8788	2243	2561	6	5	3	3	11	13	1	1	1585	1946	316	358	4130	4573	827	1082	7937	9606	1623	2344
2153	7900	8931	2317	2815	6	5	3	3	11	13	1	1	1721	1958	327	404	4138	4594	830	1092	7956	9643	1626	2346
2154	7913	8928	2315	2811	6	5	3	3	11	13	1	1	1725	1960	327	404	4144	4596	829	1092	7946	9590	1624	2337
2155	7939	8974	2331	2826	6	5	3	3	11	13	1	1	1727	1961	327	404	4145	4595	830	1095	7961	9599	1642	2365
2156	7911	8978	2331	2833	6	5	3	3	11	13	1	1	1898	2171	362	450	4129	4578	832	1096	7905	9543	1640	2362
2157	7943	9023	2335	2843	6	5	3	3	11	13	1	1	1906	2171	368	450	4128	4556	838	1100	7897	9546	1644	2369
2158	7943	9020	2342	2839	6	5	3	3	11	13	1	1	1910	2173	368	450	4126	4518	837	1096	7850	9538	1636	2362
2159	7902	9001	2344	2836	6	5	3	3	11	13	1	1	1910	2172	368	450	4109	4516	836	1095	7802	9528	1623	2351
2160	7928	9045	2363	2838	6	5	3	3	11	13	1	1	1918	2172	421	450	4116	4529	834	1100	7784	9536	1619	2355
2161	7926	9026	2364	2840	6	5	3	3	11	13	1	1	1943	2196	425	457	4127	4545	838	1108	7746	9503	1614	2348
2162	7926	9024	2349	2838	6	5	3	3	11	13	1	1	1904	2150	415	457	4118	4543	837	1110	7747	9500	1611	2346
2163	7909	8990	2363	2873	6	5	3	3	11	12	1	1	1907	2150	417	442	4118	4541	839	1114	7790	9487	1617	2364
2164	7904	8959	2367	2868	6	5	3	3	11	11	1	1	1907	2147	417	442	4120	4550	839	1114	7770	9516	1620	2357
2165	7909	8966	2372	2879	6	5	3	3	11	11	1	1	1909	2151	419	442	4119	4551	844	1119	7755	9542	1626	2356
2166	7892	8956	2370	2886	6	5	3	3	11	11	1	1	1909	2153	421	442	4115	4551	844	1128	7718	9528	1621	2369
2167	7912	8948	2380	2886	6	5	3	3	11	11	1	1	1907	2153	421	442	4118	4559	853	1131	7706	9573	1620	2369
2168	7916	8945	2379	2884	6	5	3	3	11	11	1	1	1908	2290	428	483	4119	4571	850	1130	7670	9573	1613	2368
2169	7859	8859	2382	2859	6	5	3	3	11	11	1	1	1908	2311	428	484	4082	4573	848	1126	7587	9384	1608	2345
2170	7857	8859	2367	2858	6	5	3	3	11	11	1	1	1908	2313	428	484	4079	4570	849	1129	7584	9387	1606	2352
2171	7844	8840	2359	2845	6	5	3	3	11	11	1	1	1909	2314	427	485	4065	4558	856	1141	7561	9333	1598	2345
2172	7835	8837	2358	2843	6	5	3	3	10	11	1	1	1909	2314	426	485	4056	4556	856	1141	7528	9315	1594	2343
2173	7832	8861	2359	2845	6	5	3	3	10	11	1	1	1909	2314	425	485	4056	4578	858	1143	7521	9351	1598	2354
2174	7827	8856	2357	2841	6	5	3	3	10	11	1	1	1910	2320	426	486	4046	4584	854	1138	7503	9376	1602	2362
2175	7809	8838	2355	2835	6	5	3	3	10	10	1	1	1911	2322	427	487	4043	4575	853	1138	7508	9385	1601	2363
2176	7602	8514	2259	2729	6	5	3	3	10	10	1	1	1910	2322	427	487	4017	4532	845	1123	7378	9263	1572	2328
2177	7585	8519	2258	2728	6	5	3	3	10	10	1	1	1917	2347	447	547	4009	4529	844	1131	7305	9238	1574	2342
2178	7569	8519	2254	2725	6	5	3	3	10	10	1	1	1917	2348	447	547	3997	4533	843	1130	7284	9219	1573	2339
2179	7561	8512	2261	2729	6	5	3	3	10	10	1	1	1916	2347	447	547	3991	4562	850	1165	7270	9236	1569	2343
2180	7566	8523	2276	2779	6	5	3	3	10	11	1	1	1916	2348	445	547	3981	4601	861	1166	7149	9175	1563	2336
2181	7587	8547	2282	2789	6	5	3	3	10	11	1	1	1914	2347	442	547	3973	4602	862	1161	7148	9147	1563	2329
2182	7543	8505	2276	2782	6	5	3	3	10	11	1	1	1912	2345	440	547	3967	4640	864	1176	7137	9140	1557	2342
2183	7554	8505	2297	2817	5	4	3	4	10	11	1	1	1912	2322	464	571	3960	4619	872	1184	7076	9086	1556	2340
2184	7540	8504	2299	2818	5	4	3	4	10	11	1	1	1926	2409	482	598	3937	4601	867	1182	6988	8961	1553	2336
2185	7547	8502	2309	2834	5	4	3	4	10	11	1	1	1998	2410	485	598	3937	4587	867	1182	6961	8925	1549	2333
2186	7555	8512	2314	2854	5	4	3	4	10	11	1	1	1998	2410	486	598	3930	4587	872	1182	6968	8943	1547	2345
2187	7453	8361	2290	2792	5	4	3	4	10	11	1	1	1997	2410	486	598	3901	4584	880	1180	6793	8779	1531	2314
2188	7397	8312	2271	2759	5	4	3	4	10	11	1	1	2100	2407	501	598	3883	4598	870	1166	6711	8690	1516	2290
2189	7357	8242	2258	2740	5	4	3	4	10	11	1	1	2100	2408	533	598	3876	4614	870	1175	6612	8563	1494	2260
2190	7130	7944	2228	2615	5	4	3	4	9	11	1	1	2088	2360	532	591	3780	4409	867	1124	6276	7972	1439	2147
2191	7123	7917	2125	2553	5	4	3	4	9	11	1	1	2087	2396	532	594	3771	4396	833	1113	6237	7935	1366	2107
2192	7131	7913	2128	2561	5	4	3	4	9	11	1	1	2086	2397	555	659	3747	4411	838	1113	6228	7938	1383	2141
2193	7131	7891	2121	2556	5	4	3	4	9	11	1	1	2049	2396	553	659	3733	4392	836	1107	6167	7884	1381	2135
2194	7093	7795	2118	2522	5	4	3	4	9	11	1	1	2048	2395	555	659	3710	4353	831	1088	6040	7748	1366	2113
2195	7073	7777	2117	2503	5	4	3	4	9	11	1	1	2039	2394	554	659	3702	4328	829	1081	5962	7619	1368	2065
2196	7117	7768	2125	2508	5	4	3	4	9	11	1	1	1984	2393	551	662	3698	4328	828	1080	5942	7548	1366	2060
2197	6969	7572	2072	2433	5	3	3	4	8	10	1	1	1963	2235	533	625	3620	4218	796	1041	5721	7072	1317	1949
2198	6970	7573	2072	2435	5	3	3	4	8	10	1	1	1962	2236	533	625	3618	4199	796	1045	5705	7068	1312	1956
2199	6913	7564	2067	2431	5	3	3	4	8	10	1	1	1962	2279	534	632	3581	4195	793	1040	5693	6992	1309	1941
2200	6867	7514	2060	2418	5	3	3	4	8	10	1	1	1961	2279	534	632	3571	4184	792	1031	5671	6975	1305	1938
2201	6866	7513	2057	2416	5	3	3	4	8	10	1	1	1959	2272	533	632	3561	4182	788	1027	5671	6981	1303	1944
2202	6866	7495	2056	2414	5	3	3	4	8	10	1	1	1909	2173	519	601	3549	4158	787	1024	5664	6948	1303	1937
2203	6858	7494	2052	2408	5	3	3	4	8	10	1	1	1790	1941	462	541	3475	3961	749	970	5649	6954	1300	1934
2204	6853	7489	2046	2408	5	3	3	4	8	10	1	1	1790	1941	478	540	3468	4010	748	970	5646	6955	1302	1947
2205	6845	7487	2046	2408	5	3	3	4	8	10	1	1	1817	1942	531	641	3468	4013	748	971	5617	6952	1296	1944
2206	6838	7474	2042	2402	5	3	3	4	8	10	1	1	1819	1943	531	641	3470	4016	748	971	5633	7031	1305	1962
2207	6797	7454	2038	2400	5	3	3	4	8	10	1	1	1820	1943	532	641	3478	4019	750	972	5621	7081	1302	1970
2208	6783	7449	2036	2398	5	3	3	4	8	10	1	1	1820	1951	532	643	3480	4022	750	974	5606	7097	1292	1977
2209	6779	7447	2022	2395	5	3	3	4	8	10	1	1	1819	1950	532	643	3489	4023	752	975	5624	7211	1294	1987
2210	6751	7446	2021	2395	5	3	3	4	8	10	1	1	1820	1949	532	643	3509	4178	773	1103	5638	7229	1297	2027
2211	6732	7425	2019	2376	5	3	3	4	8	10	1	1	1737	1857	530	619	3509	4194	773	1109	5644	7124	1298	2018
2212	6732	7425	2019	2376	5	3	3	4	8	10	1	1	1738	1857	530	619	3509	4206	773	1109	5647	7127	1301	2015
2213	6728	7425	2019	2376	5	3	3	4	8	10	1	1	1738	1857	530	619	3512	4210	773	1112	5607	7154	1303	2032
2214	6728	7425	2019	2376	5	3	3	4	8	10	1	1	1738	1857	530	619	3519	4213	773	1114	5646	7272	1305	2044
2215	6725	7424	2015	2372	5	3	3	4	8	10	1	1	1738	1857	530	619	3533	4229	777	1119	5637	7263	1305	2045
2216	6697	7399	2012	2364	5	3	3	4	8	10	1	1	1738	1857	530	617	3519	4227	777	1125	5636	7168	1307	2032
2217	6526	7226	1942	2297	5	3	3	4	8	10	1	1	1738	1857	530	617	3518	4227	776	1126	5632	7221	1316	2078
2218	6519	7214	1939	2293	5	4	3	4	8	10	1	1	1914	2242	561	617	3523	4264	774	1132	5668	7302	1312	2099
2219	6519	7214	1939	2293	6	5	3	4	8	10	1	1	1940	2318	569	710	3533	4301	777	1151	5691	7378	1316	2136
2220	6519	7214	1939	2293	6	5	3	4	8	10	1	1	1941	2321	570	710	3538	4334	780	1155	5691	7394	1320	2147
2221	6519	7214	1939	2293	6	5	3	4	8	10	1	1	1942	2323	571	711	3540	4378	778	1163	5699	7467	1324	2151
2222	6519	7213	1939	2293	6	5	3	4	8	10	1	1	1943	2323	571	711	3540	4422	778	1177	5711	7472	1329	2171
2223	6523	7231	1940	2294	6	5	3	4	8	11	1	1	1943	2630	571	758	3533	4525	778	1189	5639	7396	1324	2159
2224	6522	7231	1940	2294	6	5	3	4	8	11	1	1	1943	2631	571	758	3529	4525	777	1188	5617	7400	1316	2162
2225	6535	7236	1941	2295	6	5	3	4	8	11	1	1	1943	2634	572	757	3520	4487	768	1172	5605	7426	1307	2159
2226	7268	7927	2193	2630	6	5	3	4	9	11	1	1	1943	2636	572	757	3516	4488	769	1175	5575	7404	1289	2167
2227	7306	7935	2203	2637	6	5	3	4	9	11	1	1	1943	2686	572	765	3509	4494	768	1175	5573	7384	1294	2170
2228	7320	7936	2205	2639	6	5	3	4	9	11	1	1	1943	2694	593	795	3505	4511	771	1183	5531	7374	1295	2182
2229	7347	7959	2210	2649	6	5	3	4	9	11	1	1	1945	2703	601	804	3499	4515	770	1183	5516	7358	1281	2157
2230	7348	7962	2215	2654	6	5	2	2	9	11	1	1	1946	2705	597	798	3478	4470	759	1161	5509	7260	1279	2131
2231	7413	8003	2223	2662	6	5	2	2	9	11	1	1	1946	2708	597	798	3454	4446	757	1149	5515	7242	1279	2140
2232	7414	8005	2225	2664	6	5	2	2	9	11	1	1	1946	2712	597	799	3464	4511	748	1144	5500	7228	1275	2131
2233	7415	8013	2225	2667	6	5	2	2	9	11	1	1	1946	2716	597	799	3459	4575	746	1144	5496	7236	1277	2138
2234	7417	8013	2226	2667	6	5	2	2	9	11	1	1	1946	2716	597	799	3455	4581	746	1146	5478	7224	1278	2139
2235	7419	8013	2227	2672	6	5	2	2	9	11	1	1	1946	2717	597	800	3453	4610	746	1146	5500	7247	1279	2139
2236	7422	8019	2228	2673	6	5	2	2	9	11	1	1	1947	2720	597	801	3456	4611	743	1160	5519	7317	1281	2152
2237	7439	8055	2234	2691	6	5	2	2	9	11	1	1	1948	2726	609	823	3450	4765	744	1192	5528	7370	1274	2147
2238	7449	8048	2236	2713	6	5	2	2	9	11	1	1	1948	2726	609	823	3446	4763	744	1195	5464	7321	1272	2162
2239	7558	8171	2253	2722	6	5	2	2	9	11	1	1	1950	2727	609	823	3452	4767	745	1195	5484	7372	1278	2163
2240	7576	8196	2256	2730	6	5	2	2	9	11	1	1	1952	2727	609	823	3463	4773	745	1195	5467	7429	1270	2171
2241	7598	8215	2259	2740	6	5	2	2	9	11	1	1	1952	2727	609	823	3463	4777	747	1196	5540	7786	1276	2246
2242	7596	8203	2259	2739	6	5	2	2	9	11	1	1	1953	2726	609	823	3456	4780	744	1195	5517	7746	1278	2225
2243	7663	8244	2279	2754	6	5	2	2	9	11	1	1	1954	2729	609	822	3453	4852	744	1206	5538	7782	1272	2223
2244	7690	8243	2275	2748	6	5	2	2	8	10	1	1	1954	2729	609	822	3454	4852	742	1205	5502	7775	1252	2215
2245	7690	8280	2275	2754	6	5	2	2	8	11	1	1	1954	2729	609	822	3454	4852	743	1208	5515	7831	1255	2222
2246	8093	8576	2344	2833	6	5	2	2	8	12	1	1	1958	2729	610	829	3460	4940	750	1233	5585	7920	1270	2251
2247	8098	8575	2353	2856	6	5	2	2	8	12	1	1	1958	2729	610	829	3454	4941	752	1245	5581	7909	1263	2271
2248	8413	8788	2396	2870	6	5	2	2	9	12	1	1	1958	2729	610	828	3473	5030	751	1250	5649	8064	1275	2278
2249	8403	8789	2391	2865	6	5	2	2	9	12	1	1	1958	2729	610	828	3460	5016	757	1260	5706	8106	1275	2290
2250	8403	8790	2391	2863	6	5	2	2	9	13	1	1	1958	2728	610	828	3452	5068	758	1265	5660	8089	1269	2289
2251	8418	8809	2396	2869	6	5	2	2	9	13	1	1	1958	2728	610	828	3464	5082	758	1267	5678	8124	1258	2284
2252	8419	8806	2386	2865	6	5	2	2	9	13	1	1	1958	2727	610	828	3455	5079	753	1265	5701	8176	1247	2282
2253	8410	8801	2386	2868	6	5	2	2	9	13	1	1	1958	2727	610	828	3445	5088	752	1266	5722	8180	1250	2281
2254	8435	8812	2392	2869	6	5	2	2	9	13	1	1	1958	2727	610	828	3452	5089	751	1267	5733	8217	1247	2291
2255	8426	8809	2389	2869	6	5	2	2	9	13	1	1	1958	2727	610	828	3448	5096	751	1269	5759	8227	1243	2292
2256	8458	8843	2391	2869	6	5	2	2	9	13	1	1	1957	2726	610	828	3444	5095	745	1259	5811	8413	1250	2322
2257	8571	8888	2384	2853	6	5	2	2	9	13	1	1	1957	2725	610	828	3440	5100	742	1261	5801	8394	1249	2314
2258	8670	8984	2397	2872	6	5	2	2	9	13	1	1	1945	2719	594	820	3465	5146	742	1259	5851	8540	1254	2358
2259	8623	8942	2391	2854	6	5	2	2	9	13	1	1	1945	2719	594	820	3458	5113	743	1257	5789	8534	1253	2356
2260	8683	8976	2391	2847	6	5	2	2	9	13	1	1	1945	2719	594	820	3454	5162	745	1271	5843	8572	1250	2362
2261	8738	9021	2396	2848	6	5	2	2	9	13	1	1	1945	2719	594	820	3440	5162	742	1270	5825	8555	1244	2358
2262	8726	9001	2392	2836	6	5	2	2	9	13	1	1	1945	2719	594	820	3377	5159	735	1270	5770	8506	1238	2357
2263	8685	8905	2328	2796	6	5	2	2	9	13	1	1	1945	2719	594	820	3328	5105	711	1252	5743	8522	1235	2358
2264	8768	8978	2345	2774	5	5	2	2	9	13	1	1	1944	2719	594	820	3341	5174	713	1257	5603	8372	1205	2308
2265	8778	8985	2348	2773	5	5	2	2	9	13	1	1	1914	2683	594	811	3323	5217	705	1257	5609	8398	1205	2303
2266	8831	8988	2349	2772	5	5	2	2	9	13	1	1	1914	2683	594	811	3292	5217	703	1257	5601	8422	1178	2302
